problem,split,index,seed,relative_path,generator,generator_commit,parameters_json,size_bytes,sha256,created_at_utc
ca,test,94,2002119,data/ca/test/ca_test_0094.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",41219,d3319f7e3dcb5a21482b349e8af53cb1a344a9b6785b2a69b90c9d800a19552a,2026-06-25T05:34:09.504060+00:00
ca,test,95,2002120,data/ca/test/ca_test_0095.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",42871,d7775e587b5eddc95e6ab580e0ea5c4b3173f83c9c1ac9daa7267ddadc1fac83,2026-06-25T05:34:09.504096+00:00
ca,test,96,2002121,data/ca/test/ca_test_0096.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",40502,f4cc71dfe81ed7fe2202e6b2574d3cbe15b9040df830ad067ec3fbd9c0e43983,2026-06-25T05:34:09.504128+00:00
ca,test,97,2002122,data/ca/test/ca_test_0097.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",42279,2e271b48357beb2ce8fc90cb566fc812665ca2536937a760c87825f6ebaab76e,2026-06-25T05:34:09.504158+00:00
ca,test,98,2002123,data/ca/test/ca_test_0098.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",41368,039221e057a841b0d1521c256e867a49cb011dbfd5888f5f0624cc897d2753e1,2026-06-25T05:34:09.504190+00:00
ca,test,99,2002124,data/ca/test/ca_test_0099.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",40790,33f7a5b459f5e5d4588a435c970ff565d7c17beecfaeac791cf6c184441ff249,2026-06-25T05:34:09.504220+00:00
ca,train,0,2025,data/ca/train/ca_train_0000.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",41775,ff42873df107c42d55c96af69a9555d26aa48b512d67d06a623aae6676a1518a,2026-06-25T05:34:09.490381+00:00
ca,train,1,2026,data/ca/train/ca_train_0001.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",40891,96f8458e8c6a0248e4f1672dd69ce30aab795240e6913fc563d65d3f6a4acc3f,2026-06-25T05:34:09.490550+00:00
ca,train,2,2027,data/ca/train/ca_train_0002.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",41254,5fd064c004cfde92fe490554052e7bb3cc9f39d38dd7eba1ee6992f3d17e0d57,2026-06-25T05:34:09.490614+00:00
ca,train,3,2028,data/ca/train/ca_train_0003.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",41072,a01e9e66082dbc13c2bd44434aa7231c706c516986eb061792fe9bed4d636457,2026-06-25T05:34:09.490666+00:00
ca,train,4,2029,data/ca/train/ca_train_0004.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",41451,bd087effe91f567fe2fa7f38b46ec9f3c8c382c6c1d0238d18c56fec7f46f008,2026-06-25T05:34:09.490726+00:00
ca,train,5,2030,data/ca/train/ca_train_0005.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",41320,d061426561f72c476e6a94280d53c22af525ab96bb2b7aeb63e027b8cf64ee99,2026-06-25T05:34:09.490774+00:00
ca,train,6,2031,data/ca/train/ca_train_0006.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",41434,d1b4188b488501128db4a5fb10c31af5019f8eaf3dcc0ab7104f40aa1930f8b6,2026-06-25T05:34:09.490815+00:00
ca,train,7,2032,data/ca/train/ca_train_0007.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",41224,2ee2a22465fe62f6cea6a8819a052324b42b5f6fd9547a5268b57ccf15233806,2026-06-25T05:34:09.490852+00:00
ca,train,8,2033,data/ca/train/ca_train_0008.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",41008,59807921369ba94dfacee152bb08b4740190845b7d5ea3556ad022acf32cf65e,2026-06-25T05:34:09.490894+00:00
ca,train,9,2034,data/ca/train/ca_train_0009.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",41556,0ab91c15fed26eeb69f67e540c9908aaa36f346dabccc1d168a653ab510e02d9,2026-06-25T05:34:09.490951+00:00
ca,train,10,2035,data/ca/train/ca_train_0010.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",40888,b79780310476148377fcc4bb0c1593739fe4070d64de4db58193f333160ea9c6,2026-06-25T05:34:09.490995+00:00
ca,train,11,2036,data/ca/train/ca_train_0011.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",42057,f0cfd8f7ca5d4e1148bc0dcc395f18a185b5397b4f75d9e7f4db525579c0e140,2026-06-25T05:34:09.491036+00:00
ca,train,12,2037,data/ca/train/ca_train_0012.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",42195,e96b956bf7da179b61881008e60c50bc9ea680f834700d70b94e47a79613c9b4,2026-06-25T05:34:09.491088+00:00
ca,train,13,2038,data/ca/train/ca_train_0013.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",41430,544c08f04fdaa18539a3a9ec188a1bfbb52308365085e2543731762f7085d0cc,2026-06-25T05:34:09.491132+00:00
ca,train,14,2039,data/ca/train/ca_train_0014.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",40092,991fa401ff384019cc6bab6d2140af28f8e3ad903c29cbb2dcd47e9c4f96218f,2026-06-25T05:34:09.491176+00:00
ca,train,15,2040,data/ca/train/ca_train_0015.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",41725,6b3c42b72fb179f94f2395ae751d6991a865d1e8c1a5ff30ba3042338f0de1a4,2026-06-25T05:34:09.491211+00:00
ca,train,16,2041,data/ca/train/ca_train_0016.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",40976,9728cb840928c5453493bbab16478290b40d81586c5480ed15178b08345d37e0,2026-06-25T05:34:09.491245+00:00
ca,train,17,2042,data/ca/train/ca_train_0017.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",41322,1a49cba6169c399f66606ffb9543f536d58d3809b4e5d5ae65683ba38276225e,2026-06-25T05:34:09.491278+00:00
ca,train,18,2043,data/ca/train/ca_train_0018.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",42241,70392936c0d28578571e7707378d6b9c296bf2cdd0e2c512c4a3a630fb656f59,2026-06-25T05:34:09.491309+00:00
ca,train,19,2044,data/ca/train/ca_train_0019.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",41626,2e5dce407e76b7760bd81be40d789dd38dd0ea013cc796b436949a279b724caa,2026-06-25T05:34:09.491341+00:00
ca,train,20,2045,data/ca/train/ca_train_0020.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",41496,b0d976b9d2801e9adc22f4f1c959f5470600cd26b95a2e22551f218f916b9b8b,2026-06-25T05:34:09.491372+00:00
ca,train,21,2046,data/ca/train/ca_train_0021.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",40849,7ee090449a511f52d3c9d02f9c75d86de9a6a84727494caa79a861b407c99b00,2026-06-25T05:34:09.491403+00:00
ca,train,22,2047,data/ca/train/ca_train_0022.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",40946,9b14b3edbf3621879dc95161b04f55e6277a5c2bc77c09fc59bd6d129fe2b53b,2026-06-25T05:34:09.491434+00:00
ca,train,23,2048,data/ca/train/ca_train_0023.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",40700,92fa40cccb6e04f438bb6d9467fb00f7e9b7d27628372343e5942f62513729f0,2026-06-25T05:34:09.491465+00:00
ca,train,24,2049,data/ca/train/ca_train_0024.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",42314,56980d5cd4d8317578a25cbdf8d4822e48937179323ffbf314acf3a57bc016b0,2026-06-25T05:34:09.491496+00:00
ca,train,25,2050,data/ca/train/ca_train_0025.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",40732,7fd1b6d9899c658f03721d23b1e8b945c1004d4be0fdb7afeaa5e88c16c0d46e,2026-06-25T05:34:09.491530+00:00
ca,train,26,2051,data/ca/train/ca_train_0026.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",40817,f0d78e60a066a17acae462ff10866e8b5a991b2ba55840f063fa892100543301,2026-06-25T05:34:09.491578+00:00
ca,train,27,2052,data/ca/train/ca_train_0027.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",41721,bfd8bee1fbfa621d3f9ec7a37d151ce2b5ea10c93baa1a8f7690aa25a0982adc,2026-06-25T05:34:09.491616+00:00
ca,train,28,2053,data/ca/train/ca_train_0028.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",41949,f9c9116e6521cb1da866a1bf4b095364d1873d450a26e32ba15bf6819556a33e,2026-06-25T05:34:09.491649+00:00
ca,train,29,2054,data/ca/train/ca_train_0029.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",42155,3e72eebb7c46c3450a30f9961045100752888d73bf453cfe7f34500169ce3913,2026-06-25T05:34:09.491681+00:00
ca,train,30,2055,data/ca/train/ca_train_0030.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",41447,9203499bee5be14e27b02480c2cbee8be57456c99cb679d5c85f924cd9124786,2026-06-25T05:34:09.491715+00:00
ca,train,31,2056,data/ca/train/ca_train_0031.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",41197,6010b11c8a9cb7d119d8ef12304701799fc81cc9c6dbe08a49b4428904066e5c,2026-06-25T05:34:09.491745+00:00
ca,train,32,2057,data/ca/train/ca_train_0032.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",41179,f944356bb06cbadb7d6aa63298d7bb509275b0a16fc08389bbc34474165bb372,2026-06-25T05:34:09.491777+00:00
ca,train,33,2058,data/ca/train/ca_train_0033.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",40394,6d25db37a900adb25f60281ed589ec3806c799108a30a2a69d8e96614b04a737,2026-06-25T05:34:09.491808+00:00
ca,train,34,2059,data/ca/train/ca_train_0034.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",40753,0b3dc75c137fa7b1626e56ebf8bda31ef1520c9c0321cea63cbdbf22c36972d0,2026-06-25T05:34:09.491838+00:00
ca,train,35,2060,data/ca/train/ca_train_0035.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",41171,6238a192cbb490e7b85417dc0e99bf8c920ff19b6e33c39cb168782a640a7ace,2026-06-25T05:34:09.491869+00:00
ca,train,36,2061,data/ca/train/ca_train_0036.lp.gz,learn2branch.combinatorial_auction,57e82603fba39c34ff81baf9bd0b5768f5a1a860,"{""add_item_prob"":0.7,""additivity"":0.2,""assumptions"":[""reproduction assumption: unspecified CA parameters use learn2branch defaults recorded above.""],""budget_factor"":1.5,""generator"":""learn2branch.combinatorial_auction"",""integers"":false,""max_n_sub_bids"":5,""max_value"":100,""min_value"":1,""n_bids"":1500,""n_items"":3000,""resale_factor"":0.5,""value_deviation"":0.5}",41039,c8ebe3347ab1a8260bef61940152bb2551e7c809916fc639362149bfde57baad,2026-06-25T05:34:09.491899+00:00
